cond,acc,f1,auroc
wearable_only,0.3423967774420947,0.33084965886430073,0.6205818346946914
hormone_only,0.5035246727089627,0.4966292980524971,0.7546699616124397
selfreport_only,0.4561933534743202,0.41629696044736486,0.6761139965539186
wear_hormone,0.5337361530715005,0.5320780858398642,0.7759046327838035
wear_selfreport,0.4380664652567976,0.4088406988614224,0.6934872052156974
hormone_selfreport,0.5599194360523666,0.5544534397666676,0.8047751610881326
all_modalities,0.5085599194360524,0.5121767504900261,0.7678137948779206
