pid,n_adapt,n_eval,global_f1,global_auroc,global_acc,ft_f1,ft_auroc,ft_acc,f1_gain,auroc_gain
37,42,42,0.24516612200435728,0.7003592281854092,0.30952380952380953,0.3245454545454545,0.7178009886139206,0.40476190476190477,0.07937933254109725,0.01744176042851142
9,92,92,0.4330744392219802,0.7471825572578241,0.42391304347826086,0.4402028180000975,0.7832013409042754,0.43478260869565216,0.007128378778117284,0.03601878364645128
47,93,94,0.30173913043478257,0.7910263347763348,0.425531914893617,0.5271350271350271,0.8892541486291486,0.5425531914893617,0.22539589670024457,0.09822781385281387
16,42,42,0.6666666666666666,0.967017516466046,0.6666666666666666,0.7098515519568152,0.9729027268155419,0.7619047619047619,0.04318488529014852,0.005885210349495962
22,92,92,0.6481521739130435,0.9112803812990224,0.7065217391304348,0.6323601147776183,0.913971568749686,0.6847826086956522,-0.01579205913542514,0.002691187450663546
24,42,42,0.578125,0.851731428445138,0.5476190476190477,0.5504201680672269,0.8519770810597423,0.5238095238095238,-0.027704831932773066,0.000245652614604297
27,93,93,0.3397238075107447,0.5852564391328581,0.43010752688172044,0.3098512389443613,0.5717260102551976,0.44086021505376344,-0.02987256856638343,-0.013530428877660428
